SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
28512,United States,Peru,Taxiarchos,tanker,Ships,1995,No,1,No,1996,No,Second hand,5,2,2,No
21507,United States,Peru,F-28 HELI,light helicopter,Aircraft,1991,No,10,No,1993,No,New,0.25,0.25,2.5,No
56794,United States,Peru,aircraft engine 4501-6000,aircraft engine,Engines,2013,Yes,6,Yes,2015,No,New,1.5,1.5,9,No
56794,United States,Peru,aircraft engine 4501-6000,aircraft engine,Engines,2013,Yes,2,Yes,2017,Yes,New,1.5,1.5,3,No
53426,United States,Peru,R-44,light helicopter,Aircraft,2010,No,2,Yes,2011,No,New,0.25,0.25,0.5,No
53425,United States,Peru,Cessna-172,trainer/light aircraft,Aircraft,2010,Yes,2,No,2011,No,New,0.1,0.1,0.2,No
53293,United States,Peru,Beech-1900,light transport aircraft,Aircraft,2010,Yes,1,No,2011,No,Second hand,3.8,1.52,1.52,No
35541,United States,Peru,UH-1H Huey-2,helicopter,Aircraft,2004,Yes,8,No,2004,No,New,3.1,3.1,24.8,No
35541,United States,Peru,UH-1H Huey-2,helicopter,Aircraft,2004,Yes,8,Yes,2005,No,New,3.1,3.1,24.8,No
35630,United States,Peru,UH-1H Huey-2,helicopter,Aircraft,2004,Yes,7,Yes,2006,No,New,3.1,3.1,21.7,No
33876,United States,Peru,Citation-2 SIGINT,SIGINT aircraft,Aircraft,2002,No,2,Yes,2002,No,Second hand,12.5,5,10,No
33875,United States,Peru,A-37B,ground attack aircraft,Aircraft,2002,No,2,No,2002,No,Second hand,5,2,4,No
25333,United States,Peru,Metro-3,transport aircraft,Aircraft,1996,No,4,No,1997,No,Second hand,2.8,1.12,4.48,No
24133,United States,Peru,A-37B,ground attack aircraft,Aircraft,1995,Yes,11,No,1996,No,Second hand,5,2,22,No
51448,United States,Peru,BD-4,light aircraft,Aircraft,2009,Yes,1,Yes,2009,No,New,0.1,0.1,0.1,Yes
61087,United States,Peru,vehicle engine 201-300,vehicle engine,Engines,2014,No,24,Yes,2016,No,New,0.03,0.03,0.72,No
61087,United States,Peru,vehicle engine 201-300,vehicle engine,Engines,2014,No,8,Yes,2015,No,New,0.03,0.03,0.24,No
50463,United States,Peru,F-28 HELI,light helicopter,Aircraft,2008,No,6,No,2009,No,New,0.25,0.25,1.5,No
56832,United States,Peru,Learjet-45,light transport aircraft,Aircraft,2013,Yes,1,No,2013,No,Second hand,7,2.8,2.8,No
30350,United States,Peru,UH-1H Huey-2,helicopter,Aircraft,2002,No,7,Yes,2003,Yes,New,3.1,3.1,21.7,No
30350,United States,Peru,UH-1H Huey-2,helicopter,Aircraft,2002,No,7,Yes,2004,Yes,New,3.1,3.1,21.7,No
59567,United States,Peru,F-28 HELI,light helicopter,Aircraft,2015,Yes,2,No,2015,No,New,0.25,0.25,0.5,No
59497,United States,Peru,Seminole,light aircraft,Aircraft,2015,Yes,1,No,2015,Yes,New,0.25,0.25,0.25,No
59496,United States,Peru,Cessna-172,trainer/light aircraft,Aircraft,2015,Yes,7,No,2015,No,New,0.1,0.1,0.7,No
64955,United States,Peru,F-28 HELI,light helicopter,Aircraft,2020,Yes,2,No,2021,No,New,0.25,0.25,0.5,No
51219,United States,Peru,Cessna-208 Caravan,light transport aircraft,Aircraft,2009,No,1,No,2009,No,Second hand,1,0.4,0.4,No
50951,United States,Peru,S-61 Sea King,transport helicopter,Aircraft,2009,No,2,No,2010,No,Second hand,6,2.4,4.8,No
50951,United States,Peru,S-61 Sea King,transport helicopter,Aircraft,2009,No,2,Yes,2011,No,Second hand,6,2.4,4.8,No
63709,United States,Peru,CH-2000,light aircraft,Aircraft,2019,Yes,3,No,2019,No,New,0.11,0.11,0.33,Yes
63709,United States,Peru,CH-2000,light aircraft,Aircraft,2019,Yes,3,No,2020,No,New,0.11,0.11,0.33,Yes
63709,United States,Peru,CH-2000,light aircraft,Aircraft,2019,Yes,2,Yes,2021,No,New,0.11,0.11,0.22,Yes
63709,United States,Peru,CH-2000,light aircraft,Aircraft,2019,Yes,2,Yes,2022,Yes,New,0.11,0.11,0.22,Yes
62755,United States,Philippines,ScanEagle,UAV,Aircraft,2019,No,8,No,2021,No,New,0.04,0.04,0.32,No
38208,United States,Philippines,vehicle engine 201-300,vehicle engine,Engines,2006,Yes,12,No,2007,No,New,0.03,0.03,0.36,No
59720,United States,Philippines,Cessna-208 Caravan,light transport aircraft,Aircraft,2016,No,2,No,2017,No,New,1,1,2,No
65232,United States,Philippines,Cessna-172,trainer/light aircraft,Aircraft,2021,Yes,4,No,2022,No,New,0.1,0.1,0.4,No
37899,United States,Philippines,vehicle engine 201-300,vehicle engine,Engines,2002,Yes,1,Yes,2004,No,New,0.03,0.03,0.03,No
33588,United States,Philippines,Bell-412,helicopter,Aircraft,1996,No,2,Yes,1997,Yes,New,5,5,10,No
25992,United States,Philippines,Cessna-172,trainer/light aircraft,Aircraft,1997,Yes,5,No,1998,No,Second hand,0.1,0.04,0.2,No
23121,United States,Philippines,MD-500E,light helicopter,Aircraft,1993,No,2,Yes,1995,Yes,New,0.7,0.7,1.4,No
23121,United States,Philippines,MD-500E,light helicopter,Aircraft,1993,No,3,Yes,1994,No,New,0.7,0.7,2.1,No
21640,United States,Philippines,V-300-90 -,IFV/AFSV,Armoured vehicles,1993,No,6,Yes,1997,No,New,0.3,0.3,1.8,No
21640,United States,Philippines,V-300-90 -,IFV/AFSV,Armoured vehicles,1993,No,1,Yes,1998,No,New,0.3,0.3,0.3,No
21640,United States,Philippines,V-300-90 -,IFV/AFSV,Armoured vehicles,1993,No,5,Yes,1996,No,New,0.3,0.3,1.5,No
21597,United States,Philippines,UH-1H,helicopter,Aircraft,1990,Yes,5,Yes,1992,No,Second hand,2.62,1.05,5.24,No
21597,United States,Philippines,UH-1H,helicopter,Aircraft,1990,Yes,5,Yes,1993,No,Second hand,2.62,1.05,5.24,No
21596,United States,Philippines,V-300,APC,Armoured vehicles,1993,No,1,Yes,1998,No,New,0.35,0.35,0.35,No
21596,United States,Philippines,V-300,APC,Armoured vehicles,1993,No,5,Yes,1997,No,New,0.35,0.35,1.75,No
21596,United States,Philippines,V-300,APC,Armoured vehicles,1993,No,6,Yes,1995,Yes,New,0.35,0.35,2.1,No
20765,United States,Philippines,Besson,landing ship,Ships,1992,No,1,No,1993,No,New,38,38,38,No
20765,United States,Philippines,Besson,landing ship,Ships,1992,No,1,No,1994,No,New,38,38,38,No
20648,United States,Philippines,MD-500E,light helicopter,Aircraft,1992,No,2,No,1993,No,New,0.7,0.7,1.4,No
20648,United States,Philippines,MD-500E,light helicopter,Aircraft,1992,No,4,Yes,1992,No,New,0.7,0.7,2.8,No
20570,United States,Philippines,OV-10,ground attack aircraft,Aircraft,1991,No,19,No,1992,No,Second hand,4.5,1.8,34.2,No
56960,United States,Philippines,HMMWV-UA,APV,Armoured vehicles,2013,No,25,Yes,2013,No,Second hand,0.13,0.05,1.3,No
52734,United States,Philippines,UH-1H,helicopter,Aircraft,2009,Yes,5,No,2011,No,Second hand,2.62,1.05,5.24,No
52236,United States,Philippines,Hunter UAV,UAV,Aircraft,2009,Yes,2,No,2009,Yes,Second hand,0.3,0.12,0.24,No
55924,United States,Philippines,F-404 (8000),turbofan,Engines,2014,Yes,8,No,2017,No,New,2.2,2.2,17.6,No
55924,United States,Philippines,F-404 (8000),turbofan,Engines,2014,Yes,2,No,2015,No,New,2.2,2.2,4.4,No
55924,United States,Philippines,F-404 (8000),turbofan,Engines,2014,Yes,2,No,2016,No,New,2.2,2.2,4.4,No
54846,United States,Philippines,JT-15D (1250),turbofan,Engines,1990,No,6,Yes,1994,No,New,0.4,0.4,2.4,No
54555,United States,Philippines,JDAM,guided bomb,Missiles,2011,No,22,Yes,2011,No,New,0.02,0.02,0.44,No
51408,United States,Philippines,vehicle engine 201-300,vehicle engine,Engines,2007,No,6,No,2009,No,New,0.03,0.03,0.18,No
35788,United States,Philippines,M-113,APC,Armoured vehicles,2003,Yes,48,Yes,2006,Yes,Second hand,0.25,0.1,4.8,No
32677,United States,Philippines,Cyclone,patrol craft,Ships,2001,Yes,1,No,2004,No,Second hand,21.5,8.6,8.6,No
31063,United States,Philippines,UH-1H,helicopter,Aircraft,2001,No,5,No,2002,No,Second hand,2.62,1.05,5.24,No
31063,United States,Philippines,UH-1H,helicopter,Aircraft,2001,No,3,No,2003,No,Second hand,2.62,1.05,3.14,No
63047,United States,Philippines,vehicle engine 301-400,vehicle engine,Engines,2016,No,8,Yes,2019,No,New,0.05,0.05,0.4,No
55412,United States,Philippines,AGM-65,ASM,Missiles,2013,Yes,25,Yes,2017,No,New,0.15,0.15,3.75,No
55412,United States,Philippines,AGM-65,ASM,Missiles,2013,Yes,50,Yes,2019,No,New,0.15,0.15,7.5,No
55412,United States,Philippines,AGM-65,ASM,Missiles,2013,Yes,50,Yes,2020,Yes,New,0.15,0.15,7.5,No
62342,United States,Philippines,S-70L Black Hawk,transport helicopter,Aircraft,2019,No,6,No,2020,No,New,7.25,7.25,43.5,No
62342,United States,Philippines,S-70L Black Hawk,transport helicopter,Aircraft,2019,No,10,No,2021,No,New,7.25,7.25,72.5,No
53500,United States,Philippines,Hamilton,OPV,Ships,2012,No,1,No,2013,No,Second hand,135,54,54,No
54183,United States,Philippines,Hamilton,OPV,Ships,2015,Yes,1,No,2016,No,Second hand,135,54,54,No
53172,United States,Philippines,Hamilton,OPV,Ships,2011,No,1,No,2011,Yes,Second hand,135,54,54,No
60131,United States,Philippines,aircraft engine 1001-2000,aircraft engine,Engines,2016,No,4,No,2019,No,New,0.5,0.5,2,No
37763,United States,Philippines,UH-1H Huey-2,helicopter,Aircraft,1997,No,2,Yes,2005,No,New,3.1,3.1,6.2,Yes
34768,United States,Philippines,UH-1H,helicopter,Aircraft,2003,No,6,Yes,2005,No,Second hand,2.62,1.05,6.29,No
34768,United States,Philippines,UH-1H,helicopter,Aircraft,2003,No,10,Yes,2004,No,Second hand,2.62,1.05,10.48,No
58906,United States,Philippines,Nomad,light transport aircraft,Aircraft,2004,No,1,No,2004,No,Second hand,1.5,0.6,0.6,No
33633,United States,Philippines,UH-1H,helicopter,Aircraft,2003,No,10,Yes,2007,No,Second hand,2.62,1.05,10.48,No
33633,United States,Philippines,UH-1H,helicopter,Aircraft,2003,No,10,No,2008,Yes,Second hand,2.62,1.05,10.48,No
63358,United States,Philippines,EDO-997,ASW sonar,Sensors,2017,Yes,1,No,2021,No,New,7.5,7.5,7.5,No
63358,United States,Philippines,EDO-997,ASW sonar,Sensors,2017,Yes,1,No,2020,No,New,7.5,7.5,7.5,No
64101,United States,Philippines,TOW,anti-tank missile,Missiles,2020,No,100,No,2020,No,New,0.01,0.01,1,No
53934,United States,Philippines,TPS-79,air search radar,Sensors,2011,Yes,1,Yes,2012,No,New,6,6,6,No
57707,United States,Philippines,aircraft engine 3001-4500,aircraft engine,Engines,2014,Yes,5,No,2018,Yes,Second hand,1.1,0.44,2.2,No
57707,United States,Philippines,aircraft engine 3001-4500,aircraft engine,Engines,2014,Yes,2,Yes,2016,Yes,Second hand,1.1,0.44,0.88,No
55408,United States,Philippines,Bell-412,helicopter,Aircraft,2014,No,6,Yes,2015,No,New,5,5,30,No
61184,United States,Philippines,ScanEagle,UAV,Aircraft,2017,No,6,No,2018,No,New,0.04,0.04,0.24,No
58149,United States,Philippines,M-113,APC,Armoured vehicles,2012,No,114,No,2015,No,Second hand,0.25,0.1,11.4,No
64510,United States,Philippines,aircraft engine 1001-2000,aircraft engine,Engines,2021,No,8,Yes,2022,No,New,0.5,0.5,4,No
54621,United States,Philippines,C-130H Hercules,transport aircraft,Aircraft,2014,Yes,2,No,2016,No,Second hand,28,11.2,22.4,No
32674,United States,Philippines,C-130B Hercules,transport aircraft,Aircraft,2001,Yes,1,No,2001,No,Second hand,23,9.2,9.2,No
63741,United States,Philippines,C-130H Hercules,transport aircraft,Aircraft,2020,Yes,1,No,2021,No,Second hand,28,11.2,11.2,No
63741,United States,Philippines,C-130H Hercules,transport aircraft,Aircraft,2020,Yes,1,No,2022,Yes,Second hand,28,11.2,11.2,No
63192,United States,Philippines,APKWS,ASM,Missiles,2019,No,100,Yes,2020,No,New,0.01,0.01,1,No
63121,United States,Poland,C-130H Hercules,transport aircraft,Aircraft,2021,No,2,No,2022,No,Second hand,28,11.2,22.4,No
63122,United States,Poland,Javelin ATM,anti-tank missile,Missiles,2020,No,150,Yes,2021,No,New,0.03,0.03,4.5,No
63122,United States,Poland,Javelin ATM,anti-tank missile,Missiles,2020,No,30,Yes,2022,No,New,0.03,0.03,0.9,No
60593,United States,Poland,AIM-120C AMRAAM,BVRAAM,Missiles,2016,Yes,20,Yes,2018,Yes,New,0.6,0.6,12,No
60593,United States,Poland,AIM-120C AMRAAM,BVRAAM,Missiles,2016,Yes,45,Yes,2019,Yes,New,0.6,0.6,27,No
65481,United States,Poland,F-124 (2850),turbofan,Engines,2021,No,8,No,2022,No,New,1,1,8,No
61735,United States,Poland,F-124 (2850),turbofan,Engines,2018,No,8,Yes,2020,No,New,1,1,8,No
60373,United States,Poland,S-70L Black Hawk,transport helicopter,Aircraft,2019,No,4,No,2019,No,New,7.25,7.25,29,Yes
36126,United States,Poland,JDAM,guided bomb,Missiles,2003,No,272,Yes,2005,Yes,New,0.02,0.02,5.44,No
35328,United States,Poland,MSTAR,ground surv radar,Sensors,2004,No,11,No,2005,No,New,0.5,0.5,5.5,No
34604,United States,Poland,Sniper,aircraft EO system,Sensors,2003,No,11,Yes,2007,Yes,New,1,1,11,No
34604,United States,Poland,Sniper,aircraft EO system,Sensors,2003,No,11,Yes,2008,Yes,New,1,1,11,No
34258,United States,Poland,MSTAR,ground surv radar,Sensors,2003,No,4,No,2003,No,New,0.5,0.5,2,No
34258,United States,Poland,MSTAR,ground surv radar,Sensors,2003,No,9,Yes,2004,No,New,0.5,0.5,4.5,No
33722,United States,Poland,AGM-154,guided glide bomb,Missiles,2007,No,20,Yes,2009,Yes,New,0.4,0.4,8,No
33722,United States,Poland,AGM-154,guided glide bomb,Missiles,2007,No,58,Yes,2008,No,New,0.4,0.4,23.2,No
32153,United States,Poland,AIM-9X,BVRAAM,Missiles,2004,No,178,Yes,2006,Yes,New,0.18,0.18,32.04,No
31896,United States,Poland,AGM-65,ASM,Missiles,2004,No,180,Yes,2006,Yes,New,0.15,0.15,27,No
31896,United States,Poland,AGM-65,ASM,Missiles,2004,No,180,Yes,2007,No,New,0.15,0.15,27,No
34257,United States,Poland,MSTAR,ground surv radar,Sensors,2002,No,1,No,2002,No,New,0.5,0.5,0.5,No
30314,United States,Poland,SM-1MR,SAM,Missiles,1999,Yes,17,No,2000,No,Second hand,0.25,0.1,1.7,No
30314,United States,Poland,SM-1MR,SAM,Missiles,1999,Yes,50,Yes,2002,Yes,Second hand,0.25,0.1,5,No
30314,United States,Poland,SM-1MR,SAM,Missiles,1999,Yes,33,Yes,2001,Yes,Second hand,0.25,0.1,3.3,No
25696,United States,Poland,MSTAR,ground surv radar,Sensors,2000,No,9,Yes,2001,Yes,New,0.5,0.5,4.5,No
52350,United States,Poland,ScanEagle,UAV,Aircraft,2010,No,10,Yes,2011,No,New,0.04,0.04,0.4,No
57000,United States,Poland,F-124 (2850),turbofan,Engines,2014,No,16,Yes,2017,No,New,1,1,16,No
38912,United States,Poland,LM-2500 (30001-35000),gas turbine,Engines,2001,Yes,1,No,2019,No,New,7,7,7,No
51564,United States,Poland,Paveway,guided bomb,Missiles,2004,No,100,Yes,2007,Yes,New,0.02,0.02,2,No
51383,United States,Poland,C-130E Hercules,transport aircraft,Aircraft,2009,No,2,No,2009,No,Second hand,24,9.6,19.2,No
39789,United States,Poland,DB-110,aircraft recce system,Sensors,2004,No,5,Yes,2007,No,New,4,4,20,No
39789,United States,Poland,DB-110,aircraft recce system,Sensors,2004,No,2,Yes,2006,No,New,4,4,8,No
30801,United States,Poland,SH-2G,ASW helicopter,Aircraft,2001,No,2,No,2003,No,Second hand,15,6,12,No
30801,United States,Poland,SH-2G,ASW helicopter,Aircraft,2001,No,2,No,2002,No,Second hand,15,6,12,No
30076,United States,Poland,Perry,frigate,Ships,1999,No,1,No,2000,No,Second hand,300,120,120,No
30076,United States,Poland,Perry,frigate,Ships,1999,No,1,No,2002,No,Second hand,300,120,120,No
21002,United States,Poland,PA-34,light transport aircraft,Aircraft,1994,Yes,2,No,1995,No,New,0.44,0.44,0.88,Yes
62982,United States,Poland,RQ-21 Blackjack,UAV,Aircraft,2018,No,5,No,2018,No,New,0.07,0.07,0.35,No
60592,United States,Poland,AIM-9X,BVRAAM,Missiles,2016,No,50,Yes,2019,Yes,New,0.18,0.18,9,No
60592,United States,Poland,AIM-9X,BVRAAM,Missiles,2016,No,13,Yes,2020,Yes,New,0.18,0.18,2.34,No
60592,United States,Poland,AIM-9X,BVRAAM,Missiles,2016,No,30,Yes,2018,Yes,New,0.18,0.18,5.4,No
61478,United States,Poland,AIM-120C AMRAAM,BVRAAM,Missiles,2017,Yes,50,Yes,2021,Yes,New,0.6,0.6,30,No
61478,United States,Poland,AIM-120C AMRAAM,BVRAAM,Missiles,2017,Yes,50,Yes,2019,Yes,New,0.6,0.6,30,No
61478,United States,Poland,AIM-120C AMRAAM,BVRAAM,Missiles,2017,Yes,50,Yes,2020,Yes,New,0.6,0.6,30,No
52178,United States,Poland,MaxxPro,APC,Armoured vehicles,2010,No,30,No,2010,No,New,0.32,0.32,9.6,No
50567,United States,Poland,Cougar APC,APC,Armoured vehicles,2008,No,30,No,2008,No,New,0.35,0.35,10.5,No
50567,United States,Poland,Cougar APC,APC,Armoured vehicles,2008,No,10,Yes,2009,No,New,0.35,0.35,3.5,No
52396,United States,Poland,ScanEagle,UAV,Aircraft,2010,No,2,Yes,2010,No,New,0.04,0.04,0.08,No
32154,United States,Poland,AIM-120C AMRAAM,BVRAAM,Missiles,2004,No,25,Yes,2007,Yes,New,0.6,0.6,15,No
32154,United States,Poland,AIM-120C AMRAAM,BVRAAM,Missiles,2004,No,26,Yes,2008,Yes,New,0.6,0.6,15.6,No
32154,United States,Poland,AIM-120C AMRAAM,BVRAAM,Missiles,2004,No,75,No,2009,No,New,0.6,0.6,45,No
58150,United States,Poland,M-ATV,APV,Armoured vehicles,2014,No,10,Yes,2014,No,Second hand,0.25,0.1,1,No
58150,United States,Poland,M-ATV,APV,Armoured vehicles,2014,No,35,Yes,2015,No,Second hand,0.25,0.1,3.5,No
33721,United States,Poland,AGM-158A JASSM,ASM,Missiles,2015,No,36,Yes,2019,No,New,0.64,0.64,23.04,No
33721,United States,Poland,AGM-158A JASSM,ASM,Missiles,2015,No,2,Yes,2017,No,New,0.64,0.64,1.28,No
33721,United States,Poland,AGM-158A JASSM,ASM,Missiles,2015,No,30,Yes,2020,Yes,New,0.64,0.64,19.2,No
60471,United States,Poland,AGM-158B JASSM-ER,ASM,Missiles,2016,Yes,20,Yes,2022,Yes,New,1,1,20,No
60595,United States,Poland,Paveway,guided bomb,Missiles,2018,Yes,50,Yes,2020,Yes,New,0.02,0.02,1,No
60595,United States,Poland,Paveway,guided bomb,Missiles,2018,Yes,100,Yes,2021,Yes,New,0.02,0.02,2,No
60595,United States,Poland,Paveway,guided bomb,Missiles,2018,Yes,200,Yes,2022,Yes,New,0.02,0.02,4,No
65969,United States,Poland,MQ-9 UAV,UAV,Aircraft,2022,No,2,Yes,2022,Yes,Second hand,7.5,3,6,No
65667,United States,Poland,M-1A2 Abrams,tank,Armoured vehicles,2022,No,28,Yes,2022,No,Second hand,4.5,1.8,50.4,No
28356,United States,Poland,F-16C-50,FGA aircraft,Aircraft,2003,No,25,Yes,2007,No,New,31,31,775,Yes
28356,United States,Poland,F-16C-50,FGA aircraft,Aircraft,2003,No,14,Yes,2008,No,New,31,31,434,Yes
28356,United States,Poland,F-16C-50,FGA aircraft,Aircraft,2003,No,9,Yes,2006,No,New,31,31,279,Yes
64977,United States,Poland,Cougar APC,APC,Armoured vehicles,2021,No,275,No,2022,No,Second hand,0.35,0.14,38.5,No
63861,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2018,No,50,Yes,2019,No,New,0.05,0.05,2.5,No
64658,United States,Qatar,Tiger Eyes,aircraft EO system,Sensors,2017,No,14,Yes,2021,No,New,3,3,42,No
64658,United States,Qatar,Tiger Eyes,aircraft EO system,Sensors,2017,No,12,Yes,2022,No,New,3,3,36,No
56159,United States,Qatar,FPS-132,air search radar,Sensors,2017,No,1,No,2022,Yes,New,200,200,200,No
63751,United States,Qatar,AGM-88 HARM,anti-radar missile,Missiles,2020,Yes,60,Yes,2022,Yes,New,0.25,0.25,15,No
50439,United States,Qatar,C-130J Hercules,transport aircraft,Aircraft,2008,No,4,No,2011,No,New,40,40,160,No
58433,United States,Qatar,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2014,Yes,288,Yes,2019,No,New,0.05,0.05,14.4,No
58433,United States,Qatar,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2014,Yes,288,Yes,2020,Yes,New,0.05,0.05,14.4,No
62432,United States,Qatar,AGM-154,guided glide bomb,Missiles,2017,No,20,Yes,2021,No,New,0.4,0.4,8,No
62432,United States,Qatar,AGM-154,guided glide bomb,Missiles,2017,No,180,Yes,2022,No,New,0.4,0.4,72,No
61689,United States,Qatar,DB-110,aircraft recce system,Sensors,2018,No,1,Yes,2021,Yes,New,4,4,4,No
61689,United States,Qatar,DB-110,aircraft recce system,Sensors,2018,No,1,Yes,2022,Yes,New,4,4,4,No
63867,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2020,No,18,Yes,2022,No,New,0.05,0.05,0.9,No
63867,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2020,No,32,Yes,2021,Yes,New,0.05,0.05,1.6,No
59577,United States,Qatar,F-15 Advanced,FGA aircraft,Aircraft,2017,No,12,Yes,2022,No,New,75,75,900,No
59577,United States,Qatar,F-15 Advanced,FGA aircraft,Aircraft,2017,No,14,Yes,2021,No,New,75,75,1050,No
37719,United States,Qatar,vehicle engine 201-300,vehicle engine,Engines,1996,No,12,Yes,1999,No,New,0.03,0.03,0.36,No
37719,United States,Qatar,vehicle engine 201-300,vehicle engine,Engines,1996,No,2,Yes,1997,No,New,0.03,0.03,0.06,No
37719,United States,Qatar,vehicle engine 201-300,vehicle engine,Engines,1996,No,26,Yes,1998,Yes,New,0.03,0.03,0.78,No
50347,United States,Qatar,C-17,heavy transport aircraft,Aircraft,2010,Yes,2,No,2012,No,New,140,140,280,No
50242,United States,Qatar,C-17,heavy transport aircraft,Aircraft,2008,No,2,No,2009,No,New,140,140,280,No
61947,United States,Qatar,Sniper,aircraft EO system,Sensors,2018,No,20,Yes,2019,No,New,1,1,20,No
61947,United States,Qatar,Sniper,aircraft EO system,Sensors,2018,No,4,Yes,2020,No,New,1,1,4,No
61947,United States,Qatar,Sniper,aircraft EO system,Sensors,2018,No,12,Yes,2021,Yes,New,1,1,12,No
61554,United States,Qatar,AIM-120C AMRAAM,BVRAAM,Missiles,2017,Yes,88,Yes,2021,No,New,0.6,0.6,52.8,No
61554,United States,Qatar,AIM-120C AMRAAM,BVRAAM,Missiles,2017,Yes,106,Yes,2022,No,New,0.6,0.6,63.6,No
64075,United States,Qatar,JDAM,guided bomb,Missiles,2018,No,202,Yes,2021,Yes,New,0.02,0.02,4.04,No
64075,United States,Qatar,JDAM,guided bomb,Missiles,2018,No,202,Yes,2022,Yes,New,0.02,0.02,4.04,No
62390,United States,Qatar,AIM-9X,BVRAAM,Missiles,2017,No,50,Yes,2022,Yes,New,0.18,0.18,9,No
62390,United States,Qatar,AIM-9X,BVRAAM,Missiles,2017,No,50,Yes,2021,Yes,New,0.18,0.18,9,No
63690,United States,Qatar,APG-78 Longbow,combat heli radar,Sensors,2014,No,8,Yes,2020,No,New,3,3,24,No
63690,United States,Qatar,APG-78 Longbow,combat heli radar,Sensors,2014,No,16,Yes,2019,No,New,3,3,48,No
59451,United States,Qatar,Stinger,portable SAM,Missiles,2015,Yes,150,Yes,2019,No,New,0.08,0.08,12,No
59451,United States,Qatar,Stinger,portable SAM,Missiles,2015,Yes,145,Yes,2020,No,New,0.08,0.08,11.6,No
57202,United States,Qatar,AH-64E Apache,combat helicopter,Aircraft,2014,Yes,16,Yes,2019,No,New,15,15,240,No
57202,United States,Qatar,AH-64E Apache,combat helicopter,Aircraft,2014,Yes,8,Yes,2020,No,New,15,15,120,No
63519,United States,Qatar,MIM-104 PAC-3 MSE,ABM missile,Missiles,2017,No,24,Yes,2020,Yes,New,1.5,1.5,36,No
59900,United States,Qatar,Javelin ATM,anti-tank missile,Missiles,2017,No,50,Yes,2018,No,New,0.03,0.03,1.5,No
55557,United States,Qatar,MIM-104 PAC-2,SAM,Missiles,2014,No,90,Yes,2019,No,New,1,1,90,No
55557,United States,Qatar,MIM-104 PAC-2,SAM,Missiles,2014,No,18,Yes,2015,Yes,New,1,1,18,No
55557,United States,Qatar,MIM-104 PAC-2,SAM,Missiles,2014,No,50,Yes,2017,Yes,New,1,1,50,No
55557,United States,Qatar,MIM-104 PAC-2,SAM,Missiles,2014,No,90,Yes,2018,No,New,1,1,90,No
64655,United States,Qatar,Sniper,aircraft EO system,Sensors,2017,No,12,Yes,2022,No,New,1,1,12,No
64655,United States,Qatar,Sniper,aircraft EO system,Sensors,2017,No,14,Yes,2021,No,New,1,1,14,No
61767,United States,Qatar,APKWS,ASM,Missiles,2018,Yes,2500,Yes,2019,Yes,New,0.01,0.01,25,No
61767,United States,Qatar,APKWS,ASM,Missiles,2018,Yes,2500,Yes,2020,Yes,New,0.01,0.01,25,No
64161,United States,Qatar,AAQ-13 LANTIRN,combat aircraft radar,Sensors,2019,No,12,Yes,2022,No,New,1,1,12,No
64161,United States,Qatar,AAQ-13 LANTIRN,combat aircraft radar,Sensors,2019,No,14,Yes,2021,No,New,1,1,14,No
62686,United States,Qatar,Harpoon Block-2,anti-ship missile/SSM,Missiles,2019,Yes,7,No,2020,No,New,1,1,7,No
62686,United States,Qatar,Harpoon Block-2,anti-ship missile/SSM,Missiles,2019,Yes,12,No,2022,No,New,1,1,12,No
61636,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2016,Yes,50,Yes,2021,No,New,0.05,0.05,2.5,No
61636,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2016,Yes,40,No,2022,No,New,0.05,0.05,2,No
61636,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2016,Yes,90,Yes,2020,No,New,0.05,0.05,4.5,No
61636,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2016,Yes,22,Yes,2017,No,New,0.05,0.05,1.1,No
61636,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2016,Yes,90,Yes,2018,No,New,0.05,0.05,4.5,No
61636,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2016,Yes,50,Yes,2019,No,New,0.05,0.05,2.5,No
57232,United States,Qatar,Javelin ATM,anti-tank missile,Missiles,2014,No,250,Yes,2016,Yes,New,0.03,0.03,7.5,No
57232,United States,Qatar,Javelin ATM,anti-tank missile,Missiles,2014,No,250,Yes,2017,Yes,New,0.03,0.03,7.5,No
61832,United States,Qatar,vehicle engine 301-400,vehicle engine,Engines,2018,No,35,Yes,2019,No,New,0.05,0.05,1.75,No
57056,United States,Qatar,C-17,heavy transport aircraft,Aircraft,2015,No,2,Yes,2016,No,New,140,140,280,No
57056,United States,Qatar,C-17,heavy transport aircraft,Aircraft,2015,No,2,Yes,2015,No,New,140,140,280,No
