Country,Partner Name,Trade Flow,Product Group,Indicator,Year,Amount,SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production,TII,TII Score
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2014,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2015,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2016,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2012,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,50,Yes,2010,Yes,New,0.03,0.03,1.5,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2011,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2013,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,51135,China,Pakistan,SLC-2,artillery locating radar,Sensors,2008,Yes,2,Yes,2010,Yes,New,8,8,16,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,51132,China,Pakistan,A-100 300mm,self-propelled MRL,Artillery,2008,Yes,36,Yes,2011,Yes,New,1.2,1.2,43.2,Yes,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,51132,China,Pakistan,A-100 300mm,self-propelled MRL,Artillery,2008,Yes,6,No,2012,No,New,1.2,1.2,7.2,Yes,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,51132,China,Pakistan,A-100 300mm,self-propelled MRL,Artillery,2008,Yes,6,No,2013,No,New,1.2,1.2,7.2,Yes,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,51132,China,Pakistan,A-100 300mm,self-propelled MRL,Artillery,2008,Yes,12,Yes,2015,Yes,New,1.2,1.2,14.4,Yes,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,39306,China,Pakistan,ZDK-03,AEW&C aircraft,Aircraft,2008,No,1,Yes,2014,Yes,New,125,125,125,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,39306,China,Pakistan,ZDK-03,AEW&C aircraft,Aircraft,2008,No,1,Yes,2012,No,New,125,125,125,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,39306,China,Pakistan,ZDK-03,AEW&C aircraft,Aircraft,2008,No,1,No,2011,No,New,125,125,125,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,39306,China,Pakistan,ZDK-03,AEW&C aircraft,Aircraft,2008,No,1,Yes,2013,Yes,New,125,125,125,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2012,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2013,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2014,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2015,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2016,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2017,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2018,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2019,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2020,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2021,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Import,  All Products,Import (US$ Thousand),2008,1006799.565,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2022,Yes,New,1,1,8,No,TII,2.118741709
China,United States,Import,  All Products,Import (US$ Thousand),2008,81585556.13,,China,United States,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,TII,1.380520904
China,Myanmar,Export,  All Products,Export (US$ Thousand),2008,1977766.301,52757,China,Myanmar,SH-1 155mm,self-propelled gun,Artillery,2008,Yes,6,Yes,2009,Yes,New,1.1,1.1,6.6,No,TII,3.789951345
China,Myanmar,Export,  All Products,Export (US$ Thousand),2008,1977766.301,50315,China,Myanmar,Smart Hunter,air search radar,Sensors,2008,No,5,Yes,2010,Yes,New,1,1,5,No,TII,3.789951345
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2021,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2022,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2018,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2019,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2020,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2014,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2015,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2016,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2017,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2012,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,25,Yes,2010,Yes,New,0.02,0.02,0.5,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2011,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54411,China,Pakistan,LT-2,guided bomb,Missiles,2008,Yes,70,Yes,2013,Yes,New,0.02,0.02,1.4,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2022,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2019,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2020,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2021,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2012,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2017,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2018,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,5,Yes,2009,Yes,New,1,1,5,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2011,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,5,Yes,2010,No,New,1,1,5,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2013,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2014,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2015,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52240,China,Pakistan,WMD-7,aircraft EO system,Sensors,2008,Yes,6,Yes,2016,Yes,New,1,1,6,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2022,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2019,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2018,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2021,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2014,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2015,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2016,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2017,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2011,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,25,Yes,2010,Yes,New,0.03,0.03,0.75,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2012,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52238,China,Pakistan,LS-6-500,guided glide bomb,Missiles,2008,Yes,75,Yes,2013,Yes,New,0.03,0.03,2.25,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2020,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2021,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2022,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2017,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2018,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2019,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2014,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2015,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2016,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2012,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,50,Yes,2010,Yes,New,0.03,0.03,1.5,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2011,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,54410,China,Pakistan,LS-3,guided glide bomb,Missiles,2008,Yes,70,Yes,2013,Yes,New,0.03,0.03,2.1,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,51135,China,Pakistan,SLC-2,artillery locating radar,Sensors,2008,Yes,2,Yes,2010,Yes,New,8,8,16,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,51132,China,Pakistan,A-100 300mm,self-propelled MRL,Artillery,2008,Yes,36,Yes,2011,Yes,New,1.2,1.2,43.2,Yes,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,51132,China,Pakistan,A-100 300mm,self-propelled MRL,Artillery,2008,Yes,6,No,2012,No,New,1.2,1.2,7.2,Yes,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,51132,China,Pakistan,A-100 300mm,self-propelled MRL,Artillery,2008,Yes,6,No,2013,No,New,1.2,1.2,7.2,Yes,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,51132,China,Pakistan,A-100 300mm,self-propelled MRL,Artillery,2008,Yes,12,Yes,2015,Yes,New,1.2,1.2,14.4,Yes,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,39306,China,Pakistan,ZDK-03,AEW&C aircraft,Aircraft,2008,No,1,Yes,2014,Yes,New,125,125,125,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,39306,China,Pakistan,ZDK-03,AEW&C aircraft,Aircraft,2008,No,1,Yes,2012,No,New,125,125,125,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,39306,China,Pakistan,ZDK-03,AEW&C aircraft,Aircraft,2008,No,1,No,2011,No,New,125,125,125,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,39306,China,Pakistan,ZDK-03,AEW&C aircraft,Aircraft,2008,No,1,Yes,2013,Yes,New,125,125,125,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2012,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2013,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2014,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2015,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2016,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2017,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2018,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2019,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2020,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2021,Yes,New,1,1,8,No,TII,2.118741709
China,Pakistan,Export,  All Products,Export (US$ Thousand),2008,6051066.209,52239,China,Pakistan,C-802A,anti-ship/land-attack missile,Missiles,2008,Yes,8,Yes,2022,Yes,New,1,1,8,No,TII,2.118741709
China,United States,Export,  All Products,Export (US$ Thousand),2008,252843530.6,,China,United States,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,TII,1.380520904
United States,Afghanistan,Export,  All Products,Export (US$ Thousand),2008,481647.628,50714,United States,Afghanistan,HMMWV-UA,APV,Armoured vehicles,2008,No,1750,Yes,2010,No,New,0.13,0.13,227.5,No,TII,1.001496699
United States,Afghanistan,Export,  All Products,Export (US$ Thousand),2008,481647.628,50714,United States,Afghanistan,HMMWV-UA,APV,Armoured vehicles,2008,No,400,Yes,2008,No,New,0.13,0.13,52,No,TII,1.001496699
United States,Afghanistan,Export,  All Products,Export (US$ Thousand),2008,481647.628,50714,United States,Afghanistan,HMMWV-UA,APV,Armoured vehicles,2008,No,2000,Yes,2009,No,New,0.13,0.13,260,No,TII,1.001496699
United States,Afghanistan,Export,  All Products,Export (US$ Thousand),2008,481647.628,50714,United States,Afghanistan,HMMWV-UA,APV,Armoured vehicles,2008,No,585,Yes,2011,No,New,0.13,0.13,76.05,No,TII,1.001496699
United States,China,Export,  All Products,Export (US$ Thousand),2008,71456411.76,,United States,China,,,,2008,,,,,,,,,,,TII,0.950155873
United States,Egypt,Export,  All Products,Export (US$ Thousand),2008,6030833.422,40102,United States,Egypt,E-2C,AEW&C aircraft,Aircraft,2008,No,1,No,2010,No,New,73.65,73.65,73.65,No,TII,1.10956707
United States,Egypt,Export,  All Products,Export (US$ Thousand),2008,6030833.422,39955,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2008,No,35,Yes,2012,No,New,4,4,140,Yes,TII,1.10956707
United States,Egypt,Export,  All Products,Export (US$ Thousand),2008,6030833.422,39955,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2008,No,20,Yes,2013,No,New,4,4,80,Yes,TII,1.10956707
United States,Egypt,Export,  All Products,Export (US$ Thousand),2008,6030833.422,39955,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2008,No,35,Yes,2011,No,New,4,4,140,Yes,TII,1.10956707
United States,Egypt,Export,  All Products,Export (US$ Thousand),2008,6030833.422,39955,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2008,No,35,Yes,2010,No,New,4,4,140,Yes,TII,1.10956707
United States,Egypt,Export,  All Products,Export (US$ Thousand),2008,6030833.422,40136,United States,Egypt,TOW,anti-tank missile,Missiles,2008,No,2028,Yes,2008,No,New,0.01,0.01,20.28,No,TII,1.10956707
United States,Egypt,Export,  All Products,Export (US$ Thousand),2008,6030833.422,53851,United States,Egypt,Swift-93,patrol craft,Ships,2008,No,2,No,2010,No,New,4.5,4.5,9,Yes,TII,1.10956707
United States,Egypt,Export,  All Products,Export (US$ Thousand),2008,6030833.422,53851,United States,Egypt,Swift-93,patrol craft,Ships,2008,No,4,No,2014,No,New,4.5,4.5,18,Yes,TII,1.10956707
United States,India,Export,  All Products,Export (US$ Thousand),2008,18666534.23,39659,United States,India,C-130J Hercules,transport aircraft,Aircraft,2008,No,1,No,2010,No,New,40,40,40,No,TII,0.876390052
United States,India,Export,  All Products,Export (US$ Thousand),2008,18666534.23,39659,United States,India,C-130J Hercules,transport aircraft,Aircraft,2008,No,5,No,2011,No,New,40,40,200,No,TII,0.876390052
United States,India,Export,  All Products,Export (US$ Thousand),2008,18666534.23,60916,United States,India,AE-3007,turbofan,Engines,2008,No,4,No,2019,No,New,1.3,1.3,5.2,No,TII,0.876390052
United States,India,Export,  All Products,Export (US$ Thousand),2008,18666534.23,60916,United States,India,AE-3007,turbofan,Engines,2008,No,2,No,2017,No,New,1.3,1.3,2.6,No,TII,0.876390052
United States,Iraq,Export,  All Products,Export (US$ Thousand),2008,2122954.379,50361,United States,Iraq,ASV-150,APC,Armoured vehicles,2008,No,61,Yes,2008,Yes,New,0.45,0.45,27.45,No,TII,1.216696353
United States,Iraq,Export,  All Products,Export (US$ Thousand),2008,2122954.379,50361,United States,Iraq,ASV-150,APC,Armoured vehicles,2008,No,61,Yes,2009,Yes,New,0.45,0.45,27.45,No,TII,1.216696353
United States,Iraq,Export,  All Products,Export (US$ Thousand),2008,2122954.379,50357,United States,Iraq,M-88A2,ARV,Armoured vehicles,2008,Yes,8,No,2010,No,New,2,2,16,No,TII,1.216696353
United States,Iraq,Export,  All Products,Export (US$ Thousand),2008,2122954.379,50355,United States,Iraq,HMMWV-UA,APV,Armoured vehicles,2008,Yes,64,Yes,2010,Yes,New,0.13,0.13,8.32,No,TII,1.216696353
United States,Iraq,Export,  All Products,Export (US$ Thousand),2008,2122954.379,50356,United States,Iraq,M-113,APC,Armoured vehicles,2008,Yes,20,Yes,2010,Yes,Second hand,0.25,0.1,2,No,TII,1.216696353
United States,Iraq,Export,  All Products,Export (US$ Thousand),2008,2122954.379,50211,United States,Iraq,AGM-114L Hellfire,anti-tank missile,Missiles,2008,No,20,Yes,2009,No,New,0.07,0.07,1.4,No,TII,1.216696353
United States,Iraq,Export,  All Products,Export (US$ Thousand),2008,2122954.379,50354,United States,Iraq,M-1A1 Abrams,tank,Armoured vehicles,2008,Yes,63,No,2010,No,New,4,4,252,No,TII,1.216696353
United States,Iraq,Export,  All Products,Export (US$ Thousand),2008,2122954.379,50354,United States,Iraq,M-1A1 Abrams,tank,Armoured vehicles,2008,Yes,68,Yes,2011,No,New,4,4,272,No,TII,1.216696353
